 									
He 12430	BCA_LabS_20250808_10	2025-08-09T15:05:47	time_sec	6 amu	6 amu	6 amu	6 amu	6 amu	6 amu
6.182	8.190476E-15	6.123614E-14	2.342858E-14	2.877070E-17	2.364586E-15	2.702131E-15
14.295	8.195240E-14	5.175398E-14	2.843253E-15	8.219248E-15	1.676984E-14	7.072421E-15
22.404	5.595240E-15	4.263294E-14	3.215873E-14	4.631447E-15	4.174607E-15	5.953376E-15
30.410	1.935318E-14	2.057144E-14	5.642860E-15	3.769886E-17	4.379217E-15	3.487974E-15
38.519	8.040875E-14	1.453175E-14	2.453375E-15	6.031251E-15	1.353125E-14	4.091518E-15
46.627	2.137698E-14	5.055558E-14	8.279765E-15	1.037302E-14	1.646579E-15	4.149057E-15
54.737	1.913096E-14	3.797616E-15	1.566370E-14	1.724157E-14	7.054566E-15	1.098487E-14
62.842	5.870240E-14	5.772224E-14	7.739783E-14	8.915677E-15	2.515129E-15	4.348960E-15
70.851	5.621827E-14	2.009127E-14	1.941568E-14	1.107491E-14	8.356400E-15	3.069568E-15
78.963	2.320635E-14	2.960320E-15	1.359028E-14	1.976539E-14	2.104663E-15	1.054317E-15
87.072	1.764921E-13	4.195041E-14	5.843206E-16	3.739085E-15	7.760665E-15	6.014416E-17
95.183	1.978969E-14	3.587501E-14	5.590278E-15	7.037205E-15	5.562752E-15	7.138269E-15
103.196	9.130954E-15	4.553176E-14	3.124803E-14	7.594742E-15	5.503226E-15	4.648935E-15
111.308	7.648018E-14	3.206152E-14	4.842259E-15	7.205357E-15	4.703870E-15	1.080359E-15
119.415	7.106749E-14	1.770834E-14	1.802481E-14	1.408780E-14	9.615083E-15	2.763518E-15
127.521	1.464683E-14	9.332343E-14	1.453274E-14	1.445834E-14	1.009103E-14	3.284599E-15
135.527	6.621431E-14	9.722271E-17	2.257640E-14	8.173617E-15	1.983135E-15	5.803943E-15
143.632	4.451588E-14	3.382144E-14	2.718256E-15	2.556647E-14	1.189212E-14	2.350199E-15
151.738	1.893255E-14	2.810120E-14	8.236114E-15	1.667163E-14	6.411218E-16	1.688119E-15
159.858	1.972223E-14	1.268056E-14	1.366568E-14	1.753522E-14	1.149804E-15	2.385417E-15
167.962	9.163097E-14	1.615873E-14	1.075396E-15	6.963791E-15	3.686757E-15	5.936276E-16
175.968	2.031747E-14	4.117065E-14	3.876985E-15	3.646332E-15	1.565972E-15	4.105409E-15
184.077	6.995637E-14	6.169247E-14	2.927283E-14	1.950099E-14	4.756947E-15	5.495909E-15
192.182	3.851589E-14	2.909326E-14	1.164980E-14	2.726689E-15	3.249008E-15	6.403647E-15
200.289	2.476189E-15	6.242463E-14	1.769643E-14	2.379266E-14	8.728920E-15	3.472845E-15
208.391	4.390081E-14	7.745439E-14	1.642362E-14	1.842213E-14	7.718504E-15	4.252730E-15
216.402	3.050001E-14	6.601192E-14	2.221033E-14	3.137899E-15	1.517882E-14	5.244545E-15
224.512	9.884925E-15	5.519645E-14	9.554568E-15	4.598212E-15	3.431797E-15	1.046256E-15
232.619	4.916667E-15	4.386708E-14	1.894048E-14	4.961311E-15	9.256454E-15	1.507440E-15
240.730	3.545636E-14	4.284128E-14	1.918155E-14	7.336806E-15	2.202877E-15	4.874258E-15
248.733	7.032145E-14	6.988099E-15	2.091270E-14	1.511905E-15	1.388220E-14	4.959698E-15
256.841	2.471826E-14	1.548810E-14	3.219743E-14	2.068206E-14	2.371032E-15	2.032121E-15
264.948	7.444447E-14	4.850002E-14	3.779750E-16	2.000993E-14	9.960319E-15	7.582099E-15
273.057	9.948416E-15	7.321431E-14	1.635616E-14	8.492103E-16	4.492065E-15	5.662329E-15
281.162	4.317460E-15	3.253969E-14	1.766568E-14	5.205855E-15	1.397768E-14	4.573414E-15
289.266	1.419127E-13	7.355160E-15	6.513891E-15	6.207838E-15	2.473710E-15	2.092014E-15
297.280	5.122621E-14	4.241073E-14	5.363100E-15	5.665179E-15	4.562502E-15	4.087800E-15
305.386	2.650796E-15	2.640477E-14	1.565873E-14	5.004466E-15	8.844001E-15	4.489586E-15
313.494	3.310319E-14	7.368454E-14	2.725497E-14	1.053919E-14	1.024454E-14	1.560267E-15
321.501	3.057143E-14	3.057538E-15	3.730160E-14	1.314187E-14	1.157590E-14	3.985365E-15
329.706	1.600398E-14	1.829961E-14	2.038096E-14	2.465281E-15	1.101513E-14	7.030135E-15
337.711	6.523811E-15	5.378969E-15	1.463790E-14	5.584326E-15	3.869546E-15	3.131945E-15
345.815	2.692064E-14	3.764684E-14	3.234127E-15	7.469750E-15	9.216274E-15	9.124384E-15
353.923	4.837700E-14	8.516074E-14	4.467561E-14	1.655953E-14	1.009201E-14	1.892238E-15
362.027	4.957144E-14	1.461905E-14	4.133927E-15	4.539682E-15	7.772323E-15	8.275052E-16
370.135	9.869046E-15	6.063890E-14	4.640378E-14	1.684525E-14	8.333584E-15	7.910591E-15
378.241	1.222778E-13	1.097421E-14	3.745042E-15	4.726691E-15	8.795141E-15	8.773315E-15
386.345	2.587302E-14	2.759327E-14	1.670139E-14	7.466769E-15	3.316717E-15	4.174731E-15
394.449	4.496827E-14	2.948416E-15	3.213296E-15	7.467265E-15	1.263220E-14	6.575646E-15
402.456	8.046035E-14	1.614882E-14	2.036112E-14	2.788295E-14	1.251487E-15	6.475699E-15
410.562	3.684922E-14	2.121033E-15	1.125695E-14	1.950447E-14	1.420139E-15	2.767115E-15
418.672	1.146032E-14	2.960715E-14	3.577382E-15	1.492312E-14	2.173116E-15	2.996157E-15
426.776	1.382937E-14	4.107140E-15	1.159028E-14	2.854665E-15	4.977674E-16	1.250646E-14
434.787	1.260318E-14	6.688491E-15	4.811523E-16	8.655755E-15	1.881697E-15	9.688370E-15
442.894	6.621431E-14	3.343057E-14	1.598215E-14	4.526293E-15	7.382195E-15	3.270088E-15
